"sH","sB","etaH","etaB","hdr","pres","b"
0.917630131350008,0.846922928626013,0.947336657183074,0.96617549533487,0.842932531124617,0.00446157373359406,0.0973550721672127
0.95049906717975,0.850052738004318,0.820019974085627,0.824392641897872,0.899597084729575,0.0748479243734508,0.00173167732769643
0.922854061553239,0.8745594571282,0.868878187411325,0.814680735621524,0.842114114764441,0.0543783228290502,0.0900409906486188
0.929713880926852,0.858722273778046,0.833834053509682,0.948777396766795,0.929514864227052,0.0410019297846484,0.341392286159914
0.969701855716109,0.801491362916632,0.995853138200908,0.917375710378479,0.931516399116302,0.013705194560283,0.0609878391596663
0.988524801029824,0.826612809694372,0.868039114269801,0.910013545947786,0.966841214444442,0.0779579366837053,0.0332083747739846
0.922408322478303,0.991754554037144,0.811396137320002,0.92212597946402,0.941912985386218,0.0219493375284848,0.00386023574066684
0.994047048094884,0.892432892920077,0.872189425092687,0.915857990630157,0.999332884407711,0.193842004499007,0.0168272498067066
0.930968994023496,0.959518540105953,0.832402208547915,0.987010881206285,0.973034718564541,0.0400823233180016,0.0332732082815475
0.910595539950704,0.821540514820147,0.989514195636784,0.940582682709318,0.967008559461404,0.153076877449941,0.0244356053186761
0.907570847312051,0.904272864843346,0.930048345147477,0.807327031594748,0.824927668211485,0.0454505848651028,0.00513347454820589
0.995963795311501,0.993441761741322,0.872387988729884,0.917705353828395,0.990558519658276,0.00210547726629874,0.0242725777641146
0.957563372689222,0.989114317726872,0.92739965334114,0.872229104447846,0.802774455930184,0.110558437131269,0.393605421591457
0.912078531949238,0.907410884214224,0.984417761730806,0.814164421500855,0.967901559389445,0.0551523721214001,0.0909458566014456
0.834973386961967,0.807192169973782,0.847893460529468,0.908957226503951,0.916599562440052,0.041166338838232,0.071254693116363
0.818996713022732,0.812022171381054,0.886025888019986,0.977365870346501,0.910308050322005,0.0418581605702979,0.0441300136437817
0.88644039885276,0.992705856354612,0.865218166979961,0.980105923429861,0.992027118333895,0.0258157787349726,0.3279889200256
0.934987711071999,0.988921561542836,0.952494007696661,0.806152289666577,0.945331611036354,0.019991280684389,0.0043762673377624
0.961687669853121,0.810203579166594,0.932269206963433,0.984085196785784,0.988318211436924,0.00168619476634007,0.213759930639461
0.997456833532654,0.808382805655012,0.81807408086316,0.948724790251534,0.896626511808004,0.00382095683188811,0.0172121559564802
0.874766378969513,0.92306691288841,0.908825472394486,0.945548434429973,0.917422373589221,0.0734639404201406,0.00856975670561869
0.951560762209911,0.807217321140878,0.800396716838221,0.808554174099428,0.939738375283638,0.0299437464984653,0.0971036689231819
0.920322707469699,0.96270130287041,0.85823173272203,0.979415462226529,0.901745854297699,0.107686401492129,0.0113031472819784
0.945957244741358,0.899245007346617,0.962889266668508,0.842596439387742,0.822588186003128,0.107908291980082,0.0435089261221187
0.871115044965502,0.888761944464423,0.821938808612681,0.82680738945608,0.817031068635096,0.0929112351427763,0.0955415100180204
0.838140821112413,0.812721336466105,0.830262980602821,0.923626341155032,0.879139303488222,0.0640126732650384,0.00923232885753937
0.820841373670458,0.809822339376668,0.865001148821414,0.81466581509357,0.961550393923093,0.172650057716613,0.0539726928044042
0.815892374432025,0.96887856856448,0.868340072688398,0.862324841685438,0.994848480370237,0.0702884399475822,0.0120494067510699
0.910740644399542,0.91985037435079,0.970256812526705,0.822956352372374,0.900100669712015,0.0243325004922936,0.00251063189901269
0.998818566888307,0.803089633036048,0.820795041438798,0.989047370756945,0.810316683748427,0.162645837792515,0.0583105381843313
0.867687288266063,0.915517886544873,0.810110734486487,0.872302629306462,0.861247955654267,0.106816890208651,0.119809664061274
0.85172816150592,0.992397705562909,0.911935437349168,0.809336155469654,0.859517805808658,0.061077793370933,0.0930151522726871
0.915584475725144,0.892025134370926,0.938731625514912,0.917018106483482,0.916014288996098,0.125564367004659,0.0298692220511939
0.851094721604123,0.983444515112462,0.96843724432434,0.953545887684279,0.922091558205243,0.0061008016442876,0.0490587557156766
0.845652483355984,0.897196039022738,0.906408258189634,0.878424010671582,0.880279645147081,0.0733467539095139,0.0229235974711838
0.868373721975725,0.981742236990497,0.943194929457937,0.833057627596939,0.858372869605571,0.176655859898526,0.0817941458372079
0.904983730728474,0.850765996256502,0.820852907990043,0.929805059613908,0.985348764505284,0.0301102648175728,0.31848922451302
0.852942396279378,0.935491216593779,0.947092359891255,0.994248841043391,0.855997250639026,0.0354579730057466,0.0927089312279678
0.81827209378737,0.928045054894515,0.955377097893956,0.950669228653905,0.937801871821626,0.0888040293149628,0.00292389193017344
0.943030248281251,0.918148160162584,0.900459300233393,0.997180688782952,0.828698382659877,0.0256498286717939,0.0975601298263716
0.894616758672847,0.803725639440725,0.985245527949231,0.97380124056524,0.883002233625638,0.000224171575446896,0.0152772411943191
0.956535020654555,0.848829936460142,0.908756022400611,0.833352532932069,0.957882604082689,0.0938589462986057,0.0829521020332243
0.982720706930927,0.868126999890711,0.974998393536204,0.823212834937203,0.88250557497316,0.0180046026880107,0.122303846244775
0.970377115120195,0.890158254931681,0.826333097725874,0.895942259538189,0.915110476541193,0.00405581917327481,0.0348537038962962
0.878866628098224,0.863281537575632,0.919244814741627,0.92396427386476,0.973132991148919,0.0399509783082849,0.0933194293098508
0.877309633462535,0.945422960014067,0.804679670680128,0.904073425421196,0.875164380468878,0.0994326321936378,0.178637871132457
0.98935687303197,0.902283499684914,0.944584259582823,0.81240113745026,0.849211791825605,0.0569852811921315,0.00810753124797607
0.857298889191604,0.850300862902403,0.889382561433734,0.907803476460495,0.871276513037318,0.169729238705561,0.222309216957456
0.904569525369785,0.927999293443312,0.939539509612586,0.839337576350973,0.860825714641049,0.0625449823461979,0.132802714322628
0.842478501042165,0.902945781256305,0.809509052933923,0.969225968320652,0.876924715806466,0.0356449589522848,0.111798784627879
0.812834709689285,0.956088465023832,0.87835345358102,0.837468830242784,0.862158482166923,0.126875133001127,0.0773584161092789
0.970684501491021,0.931962866325785,0.936718850313205,0.82824208344932,0.844526293027199,0.0373558250337853,0.0161227786773116
0.825976909184735,0.835867780360471,0.816532895570776,0.95781768246425,0.836825396803021,0.042489784136573,0.308247665167425
0.912007477961062,0.848176210999458,0.892072003480171,0.823573210738661,0.825409710547887,0.0797305525543937,0.0607410028713624
0.918671343234756,0.985502930069994,0.826613032116803,0.907552147712853,0.864410039877597,0.109618379952044,0.0542551800616243
0.99724941910347,0.803961132076802,0.876671803126174,0.840831601414162,0.948057966476136,0.0502951725908745,0.0213157702524141
0.952107391418191,0.977962315521234,0.875612344655565,0.990937297163935,0.938972156147038,0.137970737234803,0.0304005138047249
0.822387579837224,0.896001225693896,0.965773894775379,0.828443635453796,0.98934991441917,0.0941328790156842,0.155654996558969
0.881335269827318,0.922716082004939,0.841439119088945,0.996257789744918,0.806495318785776,0.0228973098668901,0.0455768848603475
0.867905490096224,0.966446618416843,0.892139548530026,0.915565793289493,0.843554865039528,0.0384733897594089,0.0387119386991424
0.858198560929888,0.877629458648944,0.859134075880516,0.872591803138672,0.919579453855877,0.232765990569925,7.86468410168136e-05
0.86801091789909,0.857738829840735,0.809710869803792,0.948861524659535,0.804964517245768,0.0095255745257368,0.0474512074435245
0.827056405498957,0.807673836585134,0.876888822870469,0.987975225437727,0.95653109606863,0.0148984419102351,0.034911851908402
0.931054483550896,0.839315833304543,0.859972649698689,0.893593976001705,0.87785012123979,0.108624705466965,0.0185084727937894
0.923141693193993,0.850194604232457,0.874774291721545,0.918641860804272,0.843492531767705,0.0775516264321237,0.0174923637907031
0.892084232076909,0.899907259953208,0.960264667992309,0.886930687758652,0.925379732723612,0.0787123513860778,0.0337060505570685
0.834130590790541,0.99052654273198,0.919753550542006,0.898155169056666,0.879724858916163,0.214320589005408,0.0714233847021473
0.861429884535462,0.902858350870169,0.83558402992355,0.913927985529384,0.966115168394102,0.0767477693449529,0.0523813073224947
0.85846461443423,0.885623970501187,0.903996649888235,0.869319098634583,0.953275630220895,0.141403399741323,0.022672314860991
0.954026322696591,0.838690764301814,0.878923851709611,0.948461485429124,0.824795661640121,0.0252336503124425,0.0261668679136572
0.86683368359309,0.963640120977381,0.995483829480534,0.89159375044258,0.987593967751646,0.00147176576695251,0.094212718847156
0.898093040225127,0.967399079916595,0.910207103714813,0.933944509189622,0.961319050101501,0.0188854134591813,0.0149037155745613
0.964615353650631,0.973322756133492,0.861596255106137,0.838770357846515,0.918554118137605,0.0405693882837569,0.261508375180942
0.909558909958927,0.85429796084133,0.843259843500486,0.888838573970941,0.918993172055716,0.0890061729263575,0.00357825633261684
0.840621991917227,0.996156125585968,0.913717835147089,0.883305510910523,0.81236783863989,0.0467716236730212,0.259338661974945
0.940883596861735,0.954702238858289,0.82214195493081,0.97477601140781,0.831216858248025,0.159963144903202,0.04046572777636
0.810196492248184,0.811657709087245,0.959183570169347,0.889675802258713,0.968137427029821,0.0151382074267578,0.267513721293385
0.871463717470442,0.804357952496208,0.831946759423955,0.811881866872543,0.966415703844031,0.0925641200277176,0.0619368760565727
0.912262598121616,0.939097994420445,0.880021684810985,0.991127849601038,0.860635256101393,0.00772474136529201,0.144855470476804
0.866418636472678,0.91145825102573,0.929913874246351,0.957584139871225,0.942671875501843,0.0551072966616268,0.0171569438826843
0.971216817412075,0.961010896071962,0.880967822084452,0.986582410530451,0.845638345136556,0.0325162616361921,0.00231831801388437
0.829164376668585,0.987226316352654,0.853700618413246,0.992774053486778,0.996753982058943,0.0860551309606266,0.0191571923069896
0.919578651497094,0.851314088669373,0.86723588940003,0.855104081237596,0.98381309350074,0.165689859931411,0.0591320601183563
0.882071541523825,0.882935083216429,0.977972297178845,0.856187372118483,0.95903402530284,0.0774507947193413,0.13548930131475
0.818713535652449,0.844797186816484,0.86061540168887,0.843942154002143,0.917963481529414,0.214809901583176,0.0342881792705143
0.937581051534833,0.859403592385724,0.859105911793762,0.959932065498969,0.805272360096577,0.077284569954043,0.0441943442858837
0.910141438396446,0.815956138605702,0.92414505667033,0.847882378389997,0.876389978161672,0.013922186104873,0.0613106368392769
0.954614840697109,0.913391220952664,0.851821877791919,0.839793708819089,0.939560948214882,0.188013878784607,0.0366192642734267
0.895740834760775,0.829912782962558,0.992465636510216,0.816525534483496,0.891498634122374,0.0845001735637233,0.0997220168435635
0.947103396149492,0.969004727588827,0.876608801265263,0.992311284883895,0.880994844024566,0.00317398394215797,0.0357606678811915
0.981369486275176,0.869576652857382,0.806095261684526,0.801847468992726,0.826887496844027,0.08385791907841,0.0361858820029544
0.865342280751839,0.977714322132152,0.813280972243178,0.896056356237689,0.917537719957763,0.00927856652617701,0.258236465286602
0.953130603649902,0.961353390080947,0.826986426487239,0.836229149871739,0.946016799359117,0.0137459458435644,0.319856016584248
0.810434554239704,0.893461649023291,0.826086253046989,0.914142047797516,0.870128726698769,0.102301504177276,0.0168639033705548
0.863832030004154,0.887283587289571,0.923030929526904,0.908081257334445,0.851097180706123,0.0478112620448891,0.165009354679473
0.923649338352804,0.991550837602715,0.878940791890584,0.822419483503063,0.90782146120922,0.00427844021731722,0.0305312319743714
0.853393687427634,0.852453523287705,0.874890887327772,0.810953538701218,0.979502910712066,0.000555800859158176,0.0223993290500803
0.849169579504027,0.912314616222307,0.966141558257428,0.874608569056696,0.829598774483303,0.0440071346819316,0.0202762197757987
0.860294310984404,0.882555522531504,0.938216120226231,0.851969901706527,0.964255644199407,0.0972544465921427,0.0581624054505837
0.999522569787595,0.969993139008262,0.934680228526285,0.998557324386124,0.81128418273485,0.12841257417431,0.310349634027823
0.802043423898068,0.942581102391798,0.837810312471197,0.88683440641289,0.839441882658486,0.254312987299486,0.0288180500827619
0.987559327362881,0.965760032787174,0.866778633642678,0.964093797298366,0.865074399670539,0.0520220421738461,0.0105339274006749
0.861362265715081,0.829631762934011,0.91285067125874,0.883566938190457,0.943170978660571,0.119159702689243,0.0770444387328073
0.921628994311749,0.975079181339638,0.87504998707942,0.803776108583218,0.852853284649551,0.0729801086204426,0.101685120909309
0.977499035606549,0.995257747494367,0.897886285820138,0.815410436091324,0.83414093213131,0.106167811523331,0.09996696250093
0.99857344734082,0.84900523039756,0.971919286367794,0.951297088257658,0.800071064528978,0.0191052515436001,0.13980668273211
0.879846282523886,0.924574844930957,0.821256191092,0.972492758197896,0.877307016560389,0.0546761048609057,0.0213693849584775
0.840871316061588,0.879792151302534,0.953152898385391,0.96023823757999,0.872358296661001,0.0312116821133864,0.0245904382539373
0.97102520602437,0.865023589990148,0.952887546125505,0.853374300572276,0.862750664304942,0.0190029154323429,0.0387937379910968
0.818018969378388,0.977896307386722,0.823639853697829,0.840932545199618,0.99209828491689,0.100834971401535,0.00774536904026148
0.939684684631508,0.898479114150116,0.811153884472062,0.989626114055996,0.984361656125418,0.0266318142636978,0.00133955609206083
0.934120307276802,0.963717822609593,0.912314382257623,0.843592464672324,0.977667032663167,0.0468699398598504,0.0821845473765863
0.811048912277492,0.985612414155512,0.960657925010783,0.805413093890343,0.846565346969959,0.128715341797923,0.0585450848377596
0.885083625799045,0.874755525498961,0.92490437196459,0.887086717840703,0.869434415988438,0.0627312804877036,0.0993838088474031
0.918820147704209,0.960392481782551,0.881617077659629,0.807550232167464,0.892654177556218,0.0327167380440317,0.380760068857335
0.939487814734861,0.941889307494881,0.979967642158006,0.866833912363648,0.95819076227049,0.00485792990152514,0.0372579005916008
0.957044618641383,0.88085053927768,0.897129701445686,0.935536349202879,0.975855789528989,0.0496804429543557,0.154050635586501
0.868756776052744,0.80575004221499,0.875451409741025,0.999993442205712,0.80119440884972,0.0448226456101478,0.0137052077343168
0.8367356510296,0.874942380115762,0.817305416185611,0.979870096904816,0.993697021719146,0.152779251715556,0.00841887007921191
0.902049700883155,0.953674454832248,0.956029162197576,0.851018056578531,0.942228378975516,0.0450565531584716,0.0961735255136167
0.856246931488269,0.831979311709773,0.895209362733287,0.983329994026991,0.873996835013603,0.0353132100217495,0.145903696698993
0.863387995896737,0.903305902967261,0.843341575577824,0.831625634788675,0.800460976148443,0.100251586430364,0.0705384947578042
0.809564277166578,0.863164744248086,0.872847077112397,0.971602989675539,0.857120642910261,0.0398993760617587,0.127912489377286
0.811768107605415,0.842661225560975,0.812070549608953,0.883790257970492,0.857545433285926,0.136677304611545,0.11140423513098
0.865171861536599,0.975615298132304,0.982593492368034,0.985272276510935,0.821749429402221,0.150680887088115,0.0471946980933292
0.967111204774662,0.873562041601973,0.884199854583992,0.91699166603419,0.881593959989244,0.0442927412041081,0.0169368987262505
0.876671700757447,0.910011588920001,0.807767709502329,0.971573286731774,0.805014568771406,0.0555688962686121,0.00270554099205289
0.907633059854433,0.935714404371458,0.910496371490043,0.854367054780961,0.829345650761233,0.0657416988317533,0.328577083223906
0.820950125423834,0.807440358963562,0.977490127806428,0.986814623275042,0.936003040448157,0.0428095602708186,0.0651769341556987
0.930608537179496,0.958191323533903,0.844515361933224,0.840496288948273,0.999134981696432,0.0173148074534802,0.205220706998107
0.98892367694828,0.917269997955346,0.921654278167632,0.874201394742308,0.973324137196162,0.0762566912216409,0.143279475765219
0.844297037501431,0.877091753059874,0.976080576058694,0.901263408371806,0.961782336817635,0.23510879978829,0.220000579732311
0.877164987319242,0.993339199432187,0.835418146966398,0.882014987784841,0.80218487431303,0.00709473397330802,0.0695218911371359
0.833815942984338,0.8869531529249,0.894904826877111,0.834658083011738,0.906788170360355,0.0354109026112502,0.0182152679072371
0.957935874898018,0.874528147277065,0.961449456356714,0.861351416462815,0.853378049303358,0.0901082456030639,0.462673628605549
0.96920040755407,0.805660742979621,0.99838200337061,0.937982899020736,0.890146509959751,0.0305157850293497,0.026931561640448
0.87785451009896,0.899318192990171,0.813677749147903,0.925223013021067,0.935441854850637,0.0278737015398036,0.148628560085449
0.923675647079867,0.925446887647981,0.800718067392955,0.90666892711736,0.953190585031702,0.0282830412739478,0.0849725997289884
0.858035648813378,0.896268411773148,0.803722725748985,0.849583345451905,0.86860951782704,0.0240071829402188,0.218909994705996
0.932368234482423,0.828439341801731,0.88427982802596,0.855290354826565,0.829040576104727,0.00518743443081915,0.313308053782123
0.84138563915623,0.825420777404308,0.99455577557652,0.958275550784046,0.932353156549266,0.215785412547956,0.0476044852066321
0.943290334036465,0.835841886905177,0.853259966007636,0.844742995642824,0.938294047916261,0.0180890597562181,0.0092926409826695
0.882913303741658,0.87928153202439,0.994045991290547,0.924618235604465,0.802684247291181,0.0970279745816797,0.0896612052851912
0.928247425083211,0.883887135468563,0.887308796418986,0.937370383746224,0.900241495362887,0.0408256078568667,0.12818929785854
0.965225740463783,0.835741213106659,0.918948667114632,0.900413720571809,0.934333665077885,0.198083375353482,0.0132273649349616
0.81335771313929,0.89897022658394,0.822352658337758,0.903921418656393,0.999099870476794,0.00205404348833185,0.0552046798006692
0.939107475927022,0.927747239388262,0.91379762856431,0.945948135921639,0.880631131182223,0.015820584325474,0.227212430282459
0.984907957955729,0.981682529604637,0.914108269032758,0.967078117439865,0.827724927834903,0.00358474434169703,0.179446142518525
0.854377739821142,0.966277848033328,0.853842852271379,0.817083224061473,0.815428656953853,0.0122848253718945,0.034043468620073
0.845770758111697,0.99125814905623,0.909845608681658,0.976856250912898,0.902382363954124,0.0720869871367453,0.107353533180118
0.925131383673862,0.804485605641098,0.824077883805862,0.99816585387513,0.844996788275863,0.037842341610657,0.0218294993814814
0.80110587906555,0.879014027222292,0.956871542718805,0.950359649216353,0.860763388486533,0.0819901435457843,0.106787935918706
0.836510463096962,0.855587800755538,0.831731412134475,0.970203920703024,0.965906346673984,0.0792803525905325,0.11047972950307
0.830324066933462,0.872775656800981,0.907168626205127,0.971129113653287,0.866395906991356,0.145953173472528,0.222395591546251
0.980668568120804,0.956200411487712,0.885842359198335,0.826649795860999,0.984584445064484,0.0730649666849631,0.000902181124373504
0.950312953391407,0.927630001464036,0.939259412363746,0.907763195306994,0.959177437741899,0.0101288833129467,0.187111625816206
0.851638464324332,0.864214299307329,0.972292373237697,0.840239993283836,0.899708161886999,0.00651903387176725,0.0173387568901011
0.928177235551241,0.873241004585645,0.86813881461611,0.954603430006343,0.823747880565329,0.056170921117173,3.68973476588783e-05
0.874964467106294,0.921765378752413,0.837427568575554,0.922376055255548,0.887435581430451,0.212991407006452,0.0311853325561962
0.818497850636859,0.893810747955972,0.987431201736862,0.953736568911218,0.90231817539741,0.00588559742577305,0.396543174884992
0.832776749141049,0.842546733062621,0.95166251784934,0.849604089789434,0.863476675837099,0.00422126896920246,0.287875691814512
0.889945063002687,0.991298009398285,0.982677266530693,0.970326548381445,0.973777662735898,0.245693678274997,0.192776962840435
0.9242755076321,0.973887774965617,0.883725962282469,0.927310402880097,0.991894502891274,0.0612100614078107,0.0868376830231183
0.899435399651745,0.825017331200652,0.990200221122072,0.972564742737915,0.829091181034859,0.000422521086148895,0.0290377942632201
0.809287162593473,0.951670258209109,0.938267816545752,0.827759709413474,0.818434058458017,0.134657799051781,0.151053150210192
0.887716777822888,0.819674456309512,0.827899170909651,0.805525569098396,0.948371928753564,0.00336193111494425,0.0039189337458237
0.917823090475084,0.863974676085915,0.83974062347586,0.843178191165595,0.933948556518617,0.017029262717473,0.0265565138923035
0.946968775487707,0.901638985686159,0.905353402324611,0.847993348817822,0.802802960929352,0.0150531086100541,0.213340129939118
0.998053645969369,0.903876067496526,0.99875344634944,0.846164120845326,0.99453167132372,0.0446507420112783,0.00127342180794937
0.947133780781242,0.946866034484686,0.900795933385566,0.926753106351166,0.943635536072822,0.113299604021134,0.0544569847586267
0.862694340803862,0.938436454587135,0.934822189942157,0.877968330230595,0.988020093817792,0.0252545152214943,0.158247031530563
0.912743645792035,0.808231185984674,0.906982269558854,0.940038532716051,0.854083429531908,0.141942672660092,0.12304762790562
0.999263489359384,0.940007689127093,0.930775917423749,0.869817214336308,0.895172987578639,0.0594593983828214,0.0217314138728778
0.809040634326699,0.832967571112327,0.879630522903365,0.872954528567397,0.87136439772523,0.0566194933717829,0.0483955354417041
0.920046901511044,0.994356946375997,0.819414655091226,0.830595978380988,0.883713577122397,0.115542308896095,0.0448624142148288
0.983529477226563,0.845702162655133,0.904304409777171,0.966072924808226,0.806622455734356,0.000473348530581766,0.015451629811692
0.995333115232565,0.803251843796531,0.822780717710483,0.806599672819395,0.922246494922756,0.0181950496078043,0.0470715554820411
0.830052135903854,0.983303533447394,0.967977162380687,0.841512604258194,0.881511004355503,0.0297988814271297,0.150526519106093
0.983032031038729,0.944954298438551,0.807800956787604,0.986104227447137,0.889716642150516,0.116823829579899,0.17817204853745
0.975842080970729,0.893972003484409,0.86029120811671,0.828794766087023,0.994606050342896,0.0185129576152794,0.0153966448784491
0.80385310293568,0.858820835299945,0.822623689352038,0.867814194806758,0.970083856515835,0.0113887785376187,0.0175371039367694
0.844458538613779,0.822408470162392,0.810387967864828,0.951343202400316,0.957518703897841,0.00104366720032409,0.0627676187912536
0.948664932344311,0.857358898853526,0.800870486908034,0.911488849759862,0.840465878071683,0.0750963846550226,0.0220254269275018
0.8591105480245,0.856769742650834,0.888893553923102,0.912735136311237,0.977363797847632,0.0125600132676565,0.0249765546287033
0.886517573518834,0.999378156309901,0.847449824039824,0.802996283905394,0.929253373016898,0.00475690463590042,0.306660792953882
0.906246186404986,0.908196421612892,0.926825920592931,0.852813637843852,0.997820800669196,0.123956043720003,0.171984374854314
0.834320406789659,0.822199742785872,0.845466277818879,0.934485003064495,0.80856612064396,0.0102294413365668,0.0392804280145692
0.960736568714756,0.879952034414917,0.850493827435529,0.984596954381202,0.91645361379891,0.0933798297031169,0.0325436968352221
0.970760204252927,0.89866284306484,0.842744833188737,0.898722131930571,0.97509140489342,0.141122900115948,0.141551214207571
0.984787656525197,0.805508489864941,0.854236288490255,0.937419238384984,0.913216737000179,0.0525228574750369,0.00637585090888439
0.997036436655838,0.985301782945497,0.942722677824646,0.99335092387617,0.964904157821803,0.0234592873826721,0.0393419544620683
0.847316398834996,0.987715996817096,0.986415960138338,0.889436609078385,0.895124029692278,0.105803201401504,0.168828654863552
0.958670358971367,0.829513119574574,0.905106406990811,0.925893603694423,0.833099158724832,0.00682081426059644,0.00830171916695433
0.957467504097413,0.904538088475851,0.996861880046409,0.818763934572072,0.967802001675544,0.0444381144303851,0.692231595734811
0.907206910888494,0.913412425758271,0.84250752250265,0.832958786540261,0.995677925853447,0.27865556498845,0.0190241421162463
0.921707002960471,0.95848431201512,0.834128111437305,0.949952548787665,0.959259106444971,0.0930741301774542,0.0410053436325736
0.908056324137825,0.989658964037336,0.843792735689475,0.812670555574074,0.853186753014801,0.00387756825176571,0.0194588230074158
0.857655769638795,0.815205359549013,0.829400943320695,0.962336932718816,0.843771086966774,0.0202642873678593,0.101152624424043
0.816725244150994,0.877362003500403,0.926092003239474,0.926009028518588,0.801423111931266,0.0426771289526759,0.119561763623672
0.981718155934289,0.828728559671234,0.844410384161879,0.827604797825248,0.867152607424526,0.0863630662271482,0.00186308609283377
0.80595018232485,0.892284894420502,0.925885087168977,0.843224311122671,0.872310958571841,0.115751838962692,0.164157962899329
0.890389984242059,0.853085836138157,0.890196914807381,0.844143297708811,0.92397512787849,0.0801764694901416,0.0766980319581063
0.99356369238963,0.940971483224103,0.801078419807833,0.875273100110376,0.951112272889602,0.0102931149062217,0.061471805260833
0.992363241555806,0.911560510266557,0.979550289457633,0.867383079344686,0.946972241682156,0.250685679134691,0.28031042466182
0.925513337917378,0.976826307175045,0.896865917047486,0.871274895684964,0.820438267095216,0.0575351419427063,0.0835268845707705
0.96869584731368,0.933472709462962,0.904167341161302,0.808848004827866,0.908810997762221,0.0224577824834609,0.0621807196950225
0.999054041075862,0.909981635013471,0.856704018843795,0.960804255811187,0.915306393988555,0.134199897298993,0.0435647526417905
0.970627440711328,0.927922347954086,0.825971480140478,0.947922418770334,0.891366811187519,0.179018534678139,0.193912452261155
0.986276335964336,0.911970940361079,0.811125008958081,0.909872112089722,0.948439480155303,0.0929563113502926,0.0291402234077712
0.997696890857179,0.921064639801905,0.916356302457194,0.813014460334228,0.978443417763012,0.0433435566656909,0.114940324551515
0.812891410564631,0.883533456443421,0.848344258158049,0.886569863227413,0.964324805391316,0.0128502923069161,0.0515347321502487
0.893936071759633,0.856167696687362,0.816976770080673,0.868401424084728,0.801779427613504,0.00986014159581665,0.000849354804191095
0.968380886459133,0.903987801706217,0.978969169518274,0.922846094620181,0.927331191923066,0.0218753576025509,0.045532046638071
0.995625026821609,0.965543052302347,0.956815433281986,0.95911608540394,0.981731092859525,0.0624909280851599,0.0427471329706508
0.812046538024473,0.80198382801502,0.927814029150192,0.938919506000681,0.842156614497568,0.0184726961530174,0.0862151651311359
0.929898777847023,0.936120134611148,0.837657148503636,0.991274906119114,0.946842937055479,0.0127751975066069,0.0961082457621028
0.929317603461538,0.97426313050543,0.831022132160453,0.897487925807123,0.98123820275655,0.0376312101031028,0.0393893846689062
0.921122449993979,0.820436954997232,0.815052023206806,0.866304136991904,0.872453614801432,0.00960216051137707,0.0208344352558707
0.907075717693986,0.914417053025418,0.831496034908729,0.900181233525136,0.923833616399408,0.0277518623816767,0.00525404681193047
0.827259170363766,0.836763008941803,0.854866266186846,0.883498459341656,0.81526007345772,0.101038521315825,0.0389083414871152
0.808948614272072,0.968288470120402,0.852323247288571,0.814278074150812,0.855387272595599,0.136181965937845,0.0343612880618524
0.853862022117494,0.846663407220024,0.852085653197191,0.821236925798406,0.912540389119368,0.0052035248153273,0.0517582110908238
0.923840790267475,0.982316917234162,0.870962535266563,0.840642655254637,0.905640681658654,0.00748910229522597,0.138094931751826
0.899931768898123,0.823842559098949,0.927532953259256,0.854427642590428,0.882697827415556,0.0132108294970972,0.0223502721765244
